설문 문제 일련번호,설문 유형 일련번호,항목 출력 순서,설문 문항 설명,프로그램 종류,설문 상세 구분 코드,설문 답항 구분 코드,설문 답항 갯수
810,118,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
811,118,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
812,118,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
813,118,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
814,118,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
815,118,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
816,118,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
817,118,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
818,119,0,기타의견,,,CD_00000000000000061,
967,141,0,01월 01일,,,CD_00000000000000062,
968,141,0,01월 02일,,,CD_00000000000000062,
969,141,0,01월 03일,,,CD_00000000000000062,
970,141,0,01월 04일,,,CD_00000000000000062,
971,141,0,01월 05일,,,CD_00000000000000062,
972,142,0,1순위,,,CD_00000000000000063,3
973,143,0,생활안내 및 안전교육,,,CD_00000000000000064,
974,143,0,건강측정,,,CD_00000000000000064,
975,143,0,소통화담치유2,활력찾기,,CD_00000000000000064,
976,143,0,실내숲치유,활력충전,,CD_00000000000000064,
977,143,0,"물, 열치유",활력충전,,CD_00000000000000064,
978,143,0,야외숲치유,활력찾기,,CD_00000000000000064,
979,143,0,심신팔찌만들기,감성충전,,CD_00000000000000064,
980,143,0,진행시간,,,CD_00000000000000064,
981,144,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
982,144,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
983,144,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
984,144,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
985,144,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
986,144,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
987,144,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
988,144,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
989,144,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
990,144,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
991,144,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
992,144,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
993,144,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
994,144,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
995,144,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
996,144,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
997,144,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
998,144,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
999,144,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1000,144,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1001,144,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1002,145,0,기타의견,,,CD_00000000000000061,
1003,146,0,01월 01일,,,CD_00000000000000062,
1004,146,0,01월 02일,,,CD_00000000000000062,
1005,146,0,01월 03일,,,CD_00000000000000062,
1006,146,0,01월 04일,,,CD_00000000000000062,
1007,146,0,01월 05일,,,CD_00000000000000062,
1008,147,0,1순위,,,CD_00000000000000063,3
1009,148,0,생활안내 및 안전교육,,,CD_00000000000000064,
1010,148,0,건강측정,,,CD_00000000000000064,
1011,148,0,소통화담치유2,활력찾기,,CD_00000000000000064,
1012,148,0,실내숲치유,활력충전,,CD_00000000000000064,
1013,148,0,"물, 열치유",활력충전,,CD_00000000000000064,
1014,148,0,야외숲치유,활력찾기,,CD_00000000000000064,
1015,148,0,심신팔찌만들기,감성충전,,CD_00000000000000064,
1016,148,0,진행시간,,,CD_00000000000000064,
1017,149,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1018,149,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1019,149,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1020,149,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1021,149,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1022,149,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1023,149,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1024,149,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1025,149,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1026,149,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1027,149,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1028,149,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1029,149,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1030,149,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1031,149,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1032,149,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1033,149,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1034,149,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1035,149,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1036,149,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1037,149,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1038,150,0,기타의견,,,CD_00000000000000061,
1039,151,0,01월 01일,,,CD_00000000000000062,
1040,151,0,01월 02일,,,CD_00000000000000062,
1041,151,0,01월 03일,,,CD_00000000000000062,
1042,151,0,01월 04일,,,CD_00000000000000062,
1043,151,0,01월 05일,,,CD_00000000000000062,
1044,152,0,1순위,,,CD_00000000000000063,3
1045,153,0,생활안내 및 안전교육,,,CD_00000000000000064,
1046,153,0,숲 오감체험,자연친구,,CD_00000000000000064,
1047,153,0,숲을 품은 티셔츠,감성충전,,CD_00000000000000064,
1048,153,0,미션 임파서블,행복찾기,,CD_00000000000000064,
1049,153,0,나무액자 만들기,감성충전,,CD_00000000000000064,
1050,153,0,팀워크카프라,행복찾기,,CD_00000000000000064,
1051,153,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
1052,154,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1053,154,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1054,154,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1055,154,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1056,154,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1057,154,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1058,154,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1059,154,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1060,154,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1061,154,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1062,154,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1063,154,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1064,154,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1065,154,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1066,154,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1067,154,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1068,154,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1069,154,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1070,154,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1071,154,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1400,195,0,01월 01일,,,CD_00000000000000062,
1401,195,0,01월 02일,,,CD_00000000000000062,
1402,195,0,01월 03일,,,CD_00000000000000062,
1403,195,0,01월 04일,,,CD_00000000000000062,
1404,195,0,01월 05일,,,CD_00000000000000062,
1405,196,0,1순위,,,CD_00000000000000063,3
1406,197,0,생활안내 및 안전교육,,,CD_00000000000000064,
1407,197,0,치유 우드락,활력찾기,,CD_00000000000000064,
1408,197,0,활력드林,활력찾기,,CD_00000000000000064,
1409,197,0,닥나무 전통소품,감성충전,,CD_00000000000000064,
1410,197,0,진행 및 일정,,,CD_00000000000000064,
1411,198,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1412,198,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1413,198,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1414,198,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1415,198,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1416,198,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1417,198,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1418,198,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1419,198,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1420,198,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1421,198,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1422,198,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1423,198,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1424,198,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1425,198,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1426,198,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1427,198,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1428,198,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1429,198,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1430,198,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1431,198,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1432,199,0,01월 01일,,,CD_00000000000000062,
1433,199,0,01월 02일,,,CD_00000000000000062,
1434,199,0,01월 03일,,,CD_00000000000000062,
1435,199,0,01월 04일,,,CD_00000000000000062,
1436,199,0,01월 05일,,,CD_00000000000000062,
1437,200,0,1순위,,,CD_00000000000000063,3
1438,201,0,생활안내 및 안전교육,,,CD_00000000000000064,
1439,201,0,한지ECO,감성충전,,CD_00000000000000064,
1440,201,0,인터숲텔링,행복찾기,,CD_00000000000000064,
1441,201,0,미션 임파서블,행복찾기,,CD_00000000000000064,
1442,201,0,진행시간 및 일정,,,CD_00000000000000064,
1443,202,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1444,202,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1445,202,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1446,202,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1447,202,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1448,202,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1449,202,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1450,202,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1451,202,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1452,202,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1453,202,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1454,202,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1455,202,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1456,202,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1457,202,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1458,202,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1459,202,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1460,202,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1461,202,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1462,202,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1463,202,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1497,208,0,01월 01일,,,CD_00000000000000062,
1498,208,0,01월 02일,,,CD_00000000000000062,
1499,208,0,01월 03일,,,CD_00000000000000062,
1500,208,0,01월 04일,,,CD_00000000000000062,
1501,208,0,01월 05일,,,CD_00000000000000062,
1502,209,0,1순위,,,CD_00000000000000063,3
1503,210,0,생활안내 및 안전교육,,,CD_00000000000000064,
1504,210,0,숲으로 풍덩,자연친구,,CD_00000000000000064,
1505,210,0,그린타워,감성충전,,CD_00000000000000064,
1506,210,0,티셔츠에 그리는 자연,감성충전,,CD_00000000000000064,
1507,210,0,종합점수,,,CD_00000000000000064,
1508,211,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1509,211,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1510,211,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1511,211,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1512,211,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1513,211,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1514,211,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1515,211,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1516,211,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1517,211,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1518,211,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1519,211,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1520,211,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1521,211,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1522,211,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1523,211,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1524,211,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1525,211,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1526,211,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1527,211,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1528,211,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1529,212,0,기타의견,,,CD_00000000000000061,
1561,217,0,01월 01일,,,CD_00000000000000062,
1562,217,0,01월 02일,,,CD_00000000000000062,
1563,217,0,01월 03일,,,CD_00000000000000062,
1564,217,0,01월 04일,,,CD_00000000000000062,
1565,217,0,01월 05일,,,CD_00000000000000062,
1566,218,0,1순위,,,CD_00000000000000063,3
1567,219,0,생활안내 및 안전교육,,,CD_00000000000000064,
1568,219,0,숲으로 풍덩,자연친구,,CD_00000000000000064,
1569,219,0,그린타워,감성충전,,CD_00000000000000064,
1570,219,0,티셔츠에 그리는 자연,감성충전,,CD_00000000000000064,
1571,219,0,종합점수,,,CD_00000000000000064,
1572,220,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1573,220,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1574,220,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1575,220,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1576,220,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1577,220,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1578,220,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1579,220,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1580,220,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1581,220,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1582,220,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1583,220,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1584,220,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1585,220,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1586,220,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1587,220,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1588,220,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1589,220,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1590,220,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1591,220,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1592,220,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1593,221,0,01월 01일,,,CD_00000000000000062,
1594,221,0,01월 02일,,,CD_00000000000000062,
1595,221,0,01월 03일,,,CD_00000000000000062,
1596,221,0,01월 04일,,,CD_00000000000000062,
1597,221,0,01월 05일,,,CD_00000000000000062,
1598,222,0,1순위,,,CD_00000000000000063,3
1599,223,0,생활안내 및 안전교육,,,CD_00000000000000064,
1600,223,0,치유미션트레킹,행복찾기,,CD_00000000000000064,
1601,223,0,티셔츠에 그리는 자연,감성충전,,CD_00000000000000064,
1602,223,0,숲전통놀이,행복찾기,,CD_00000000000000064,
1603,223,0,진행시간및일정,,,CD_00000000000000064,
1604,224,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1605,224,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1606,224,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1607,224,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1608,224,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1609,224,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1610,224,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1611,224,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1612,224,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1613,224,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1614,224,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1615,224,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1616,224,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1617,224,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1618,224,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1619,224,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1620,224,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1621,224,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1622,224,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1623,224,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1624,224,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1625,225,0,01월 01일,,,CD_00000000000000062,
1626,225,0,01월 02일,,,CD_00000000000000062,
1627,225,0,01월 03일,,,CD_00000000000000062,
1628,225,0,01월 04일,,,CD_00000000000000062,
1629,225,0,01월 05일,,,CD_00000000000000062,
1630,226,0,1순위,,,CD_00000000000000063,3
1631,227,0,생활안내 및 안전교육,,,CD_00000000000000064,
1632,227,0,치유미션트레킹,행복찾기,,CD_00000000000000064,
1633,227,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
1634,227,0,숲으로 풍덩,자연친구,,CD_00000000000000064,
1635,227,0,종합점수,,,CD_00000000000000064,
1636,228,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1637,228,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1638,228,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1639,228,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1640,228,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1641,228,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1642,228,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1643,228,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
1644,228,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
1645,228,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
1646,228,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
1647,228,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
1648,228,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
1649,228,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
1650,228,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
1651,228,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
1652,228,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
1653,228,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
1654,228,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
1655,228,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
1656,228,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
1657,229,0,01월 01일,,,CD_00000000000000062,
1658,229,0,01월 02일,,,CD_00000000000000062,
1659,229,0,01월 03일,,,CD_00000000000000062,
1660,229,0,01월 04일,,,CD_00000000000000062,
1661,229,0,01월 05일,,,CD_00000000000000062,
1662,230,0,1순위,,,CD_00000000000000063,3
1663,231,0,생활안내 및 안전교육,,,CD_00000000000000064,
1664,231,0,자연물 생태놀이,자연친구,,CD_00000000000000064,
1665,231,0,티셔츠에 그리는 자연,감성충전,,CD_00000000000000064,
1666,231,0,힐링궁전,활력찾기,,CD_00000000000000064,
1667,231,0,숲에서 배우는 지혜,가치찾기,,CD_00000000000000064,
1668,231,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
1669,231,0,치유미션트레킹,행복찾기,,CD_00000000000000064,
1670,231,0,진행시간,,,CD_00000000000000064,
1671,232,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
1672,232,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
1673,232,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
1674,232,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
1675,232,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
1676,232,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
1677,232,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
1678,232,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
